label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
5	872 N	0.6311	Human Computer Interaction	Data Science, Applied Mathematics	730	0.7836	581	0.6766	Andrew	0.6428	0.9401	269	0.6566
3	-299 N	-0.2936	Bioengineering	Games and Playable Media	279	0.1398	1049	0.0529	Sam	0.6667	0.6666	492	0.4762
1	838 N	0.499	Computational Media	eLECTRICAL eNGINEERING	435	0.4892	99	0.7101		0.7516	0.3117	772	1.002
3	6 N	-0.0791	Bioengineering	Games and Playable Media	358	0.0267	916	-0.0221	Sam	0.8505	0.8273	466	0.5329
3	131 N	0.0013	Bioengineering	Computational Media	633	-0.0779	949	0.0144	Sam	0.7085	0.7324	299	0.6296
4	128 N	1.1566	Applied Mathematics	Statistics	995	0.2751	393	0.2768	lISE	-0.2384	-0.0652	819	0.2523
0	1113 N	-0.0469	dATA sCIENCE	Computer Game Design, Computer Science	-14	0.9075	747	0.6152	Chris	0.4061	1.2272	-115	0.2762
2	377 N	0.539	Data Science	Computer Engineering	382	0.6452	263	0.2759	Michael	0.4784	0.2363	860	0.4158
2	429 N	0.7704	Statistics	Computer Engineering	198	0.8378	147	0.5473	Andrew	0.597	0.2276	929	0.3718
3	121 N	-0.1139	Bioengineering	Bioengineering, Computational Media	506	0.2865	1225	0.0888	None	0.8197	0.5594	520	0.5455
3	222 N	0.1594	Bioengineering	Games and Playable Media, Computational Media	389	0.1858	1060	0.3322	Sam	0.8585	0.7476	677	0.5198
3	116 N	0.0123	Bioengineering	Games and Playable Media, Computational Media	414	0.1472	943	0.1482	Sam	0.8411	0.8894	499	0.4502
4	-95 N	0.6589	Natural Language Processing	Statistics	1118	0.0751	388	0.1113	Lise	None	-0.0623	484	-0.049
2	630 N	0.8894	Statistics	Bioinformatics	368	0.8239	281	0.3104	Michael	0.3661	0.3972	719	0.5049
3	-11 N	-0.009	Bioengineering	Computational Media, Games and Playable Media	185	0.1227	1048	-0.0206	Sam	0.8695	0.6887	333	0.4085
5	851 N	0.355	Human Computer Interaction	Applied Mathematics	940	0.4781	717	0.8413	Fabrice	0.5376	0.783	441	0.495
5	867 N	0.4874	Human Computer Interaction	Biotechnology, Applied Mathematics	927	0.8201	509	0.9742	Sam	0.6632	0.8026	270	0.6937
5	1110 N	0.518	Technology and Information Management	Data Science, Applied Mathematics	684	0.6793	887	1.0081	Andrew	0.3448	0.8985	420	0.7811
4	13 N	0.8897	Applied Mathematics	Statistics	933	0.6328	223	0.1246	Vani	-0.1796	-0.0054	819	0.0288
4	180 N	0.8205	Natural Language Processing	Technology and Information Management	803	0.1431	499	0.1325	Vani	0.3032	0.1005	546	0.0561
0	NULL	0.2759	Data Science	Computer Science	108	0.5173	666	0.41	Chris	0.1591	1.2301	-215	0.0841
3	-81 N	-0.0281	bioengineering	Games and Playable Media	269	0.211	1270	0.1071	Sam	1.0046	0.6329	535	0.4546
2	231 N	0.7401	Computer Engineering	Bioinformatics	369	0.7759	203	0.3383	Michael	0.3936	0.3625	854	0.4442
0	696 N	0.2451	Electrical Engineering	Bioinformatics	-24	0.5212	859	0.8348	Chris	0.5535	0.8161	-141	0.0948
4	221 N	1.1349	Applied Mathematics	Technology and Information Management	886	0.1542	438	0.1144	Lise	0.258	0.2733	712	0.1314
1	457 N	0.5766	Computer Science	Natural Language Processing, Robotics Engineering	685	0.3346	220	0.5337	Inan	0.8502	0.5201	731	0.7974
4	337 N	1.0376	Applied Mathematics	Technology and Information Management	996	0.1826	397	-0.0454	Vani	0.0484	0.077	545	-0.0189
5	787 N	0.6489	Robotics Engineering	Data Science	820	0.55	629	0.7278	Michael	0.2396	0.2685	377	0.7
0	?	0.1556	eLECTRICAL eNGINEERING	Computer Game Design	87	0.9447	722	0.5447	Sam	0.5311	0.8547	-146	0.1276
2	224 N	0.7029	Computer Engineering	Computer Engineering	418	0.8279	84	0.6007	Michael	0.6552	0.2875	922	0.4473
0	907 N	0.0549	Data Science	Human Computer Interaction	158	0.5616	694	0.5789	Reilly	0.6151	1.155	337	0.1945
1	649 N	0.6112	Computer Science	Electrical Engineering	636	0.4267	108	0.6034	?	0.7737	0.2936	725	1.008
1	622 N	0.7401	Computer Science	Natural Language Processing	660	0.3695	108	0.6763	Inan	0.6523	0.3095	819	0.938
3	84 N	0.2804	Bioengineering	Bioengineering	534	-0.0626	936	?	Sam	1.0651	0.8908	704	0.3834
1	689 N	0.5573	Games and Playable Media	Robotics Engineering	330	0.4859	-85	0.6984	Inan	1.2395	0.2228	739	0.7819
5	889 N	0.655	Technology and Information Management	Biotechnology, Data Science	625	n/a	643	0.786	Fabrice	0.3681	0.5977	103	0.798
3	-158 N	?	Bioengineering	Games and Playable Media	346	-0.1108	1329	-0.0524	Sam	0.8512	0.7829	405	0.4296
0	911 N	0.1903	Electrical Engineering	Computer Science, Human Computer Interaction	122	0.7443	815	0.5838	Chris	0.38	0.7059	63	0.2311
1	770 N	0.7031	Robotics Engineering	Robotics Engineering	523	0.4993	197	0.5435	Inan	0.6465	0.0961	812	1.0734
1	419 N	0.637	Games and Playable Media	Robotics Engineering	763	0.5255	91	0.5281	Inan	0.7017	0.4397	795	0.9464
4	123 N	0.9637	Natural Language Processing	Statistics	665	0.5826	553	0.2717	Lise	0.2429	0.038	822	0.2649
5	n/a	0.3881	Biotechnology	Applied Mathematics	849	0.6314	687	0.741	ANDREW	None	0.7396	192	0.4973
2	612 N	0.8367	Statistics	Computer Engineering	271	0.7024	45	0.1796	Michael	0.3564	0.3202	937	0.5289
3	149 N	-0.0004	Computer Game Design	Bioengineering, Games and Playable Media	495	0.0692	1047	0.1378	Sam	1.02	0.8166	343	0.5608
3	-74 N	0.0125	Computer Game Design	Computer Engineering	356	-0.0166	832	-0.1526	Sam	0.8747	0.763	522	0.5665
5	794 N	0.5281	Technology and Information Management	Data Science, Biotechnology	621	1.112	759	0.7825	Inan	0.4768	0.2787	389	0.6982
2	199 N	0.72	Statistics	Bioinformatics	30	0.666	269	0.4412	Michael	0.2933	0.5093	612	0.52
5	941 N	0.3662	Biotechnology	Data Science	676	0.6086	544	0.9899	Andrew	0.6493	0.9277	280	0.6793
4	138 N	0.7343	Bioinformatics	Technology and Information Management	756	0.1637	362	0.1704	VANI	-0.0445	0.1234	524	0.0526
2	577 N	0.7144	Statistics	Computer Engineering	408	0.9506	592	0.4321	Michael	0.5127	0.5912	1050	0.3796
3	-180 N	-0.1159	Computer Game Design	Bioengineering, Games and Playable Media	577	0.031	1081	0.2268	Sam	0.7204	0.6264	496	0.4235
2	450 N	0.9116	Statistics	Computer Engineering	417	0.9441	513	0.5743	Michael	0.3173	0.2158	N/A	0.3684
3	219 N	-0.1038	Computer Game Design	Computational Media	394	-0.0898	871	0.0125	Sam	0.7524	0.6758	491	0.5038
3	-129 N	-0.1209	Data Science	Bioengineering, Computational Media	638	0.2816	1053	-0.1183	Fabrice	1.0316	0.5666	463	0.4955
3	63 N	-0.0405	Computer Game Design	Games and Playable Media, Bioengineering	329	-0.2845	783	0.0619	Sam	0.9401	0.8179	523	0.5497
0	931 N	0.3221	Data Science	Computer Game Design	-179	0.8834	799	0.7085	Chris	0.5933	0.9665	27	0.276
3	-147 N	-0.2211	Computer Game Design	Computational Media	466	0.3242	703	0.1948	Sam	1.0055	0.7285	246	0.505
1	882 N	0.6132	Computational Media	Computer Science, Computer Game Design	638	0.5431	232	0.7606	Inan	0.8642	0.0779	585	1.0008
4	51 N	0.9443	Applied Mathematics	Statistics	702	0.3344	595	0.0346	Vani	0.0716	-0.0591	670	0.236
2	387 N	0.5905	Statistics	Bioinformatics	419	0.9665	311	0.405	Michael	0.4445	0.3698	694	0.2839
5	863 N	0.3809	Technology and Information Management	Applied Mathematics	588	0.6197	726	N/A	Fabrice	0.6352	0.7579	200	0.7435
4	261 N	1.0656	Bioinformatics	aPPLIED mATHEMATICS	1017	0.2401	363	0.1414	Inan	0.3207	0.1336	510	0.291
4	154 N	0.8189	Bioinformatics	Statistics	826	-0.0075	479	0.0625	Vani	0.0451	-0.0659	792	0.1398
2	394 N	0.6658	Statistics	Computational Media	80	0.8421	204	0.5548	Michael	0.3539	0.3834	1067	0.3608
4	394 N	0.9121	Applied Mathematics	technology and information management	829	0.2051	421	0.0905	Lise	0.1085	0.2325	581	0.123
3	228 N	-0.017	Bioengineering	Computational Media	384	-0.1767	1004	0.1013	Sam	0.7687	0.7579	516	0.5405
0	786 N	0.1068	Data Science	Computer Science	27	0.7753	785	0.5305	Reilly	0.2734	0.7975	-38	0.3488
5	751 N	0.3542	Technology and Information Management	Data Science	797		512	0.8874	Fabrice	0.5786	0.64	448	0.5139
5	1014 N	0.3909	Robotics Engineering	Applied Mathematics	816	0.8081	687	0.8258	Fabrice	0.6903	?	315	0.7261
0	713 N	0.2131	Statistics	HUMAN COMPUTER INTERACTION	85	0.5352	467	N/A	Chris	0.2625	0.9123	55	0.3133
0	1035 N	0.4503	Data Science	Human Computer Interaction, Computer Science	-20	0.7068	981	0.5938	Reilly	0.4883	0.8878	142	-0.0774
0	927 N	0.3727	Electrical Engineering	Human Computer Interaction	74	0.2954	1032	0.5378	Reilly	0.6435	0.8497	-66	0.3191
2	430 N	0.585	Computer Engineering	Computer Engineering	277	0.8244	355	0.6446	Michael	0.1877	0.473	836	0.517
1	846 N	0.6249	TECHNOLOGY AND INFORMATION MANAGEMENT	Electrical Engineering, Robotics Engineering	589	0.4409	5	0.6081	Inan	0.3173	0.2641	711	0.9236
2	532 N	0.8737	Computer Engineering	Computer Engineering	253	0.9694	0	0.2321	Michael	0.2278	0.6006	984	0.4775
1	574 N	0.8626	Computer Science	Electrical Engineering	364	0.6423	-55	0.5904	Eriq	0.6017	0.1035	738	0.9055
2	338 N	0.7492	Computer Engineering	Computer Engineering	271	0.6576	149	0.426	Michael	0.0882	0.5593	932	0.7955
2	520 N	0.7655	Computer Engineering	Computer Engineering	292	1.088	259	0.4886	Michael	0.3013	0.3153	995	0.5188
1	679 N	0.688	Computational Media	Robotics Engineering, Electrical Engineering	371	0.666	74	0.6827	Inan	0.6128	0.1656	629	0.9506
0	1147 N	0.1797	Data Science	Human Computer Interaction	112	0.7593	790	0.6346	Chris	0.67	0.5209	-45	0.1415
4	226 N	1.0093	Applied Mathematics	Statistics	1151	-0.0251	583	0.0854	Vani	-0.2587	-0.007	622	0.0105
2	423 N	0.747	Computer Engineering	Bioinformatics	326	0.4741	327	n/a	Michael	0.288	0.3104	850	0.4987
0	645 N	0.36	n/a	Human Computer Interaction	137	0.6394	916	0.46	Chris	0.2891	0.996	15	0.3383
1	595 N	0.468	Computer Science	Electrical Engineering	379	0.4249	232	0.6932	Inan	0.4299	0.3291	745	0.791
5	896 N	0.3434	Computational Media	Biotechnology	464	0.6212	698	0.9425	Andrew	0.4228	0.6918	390	0.7254
1	704 N	0.6286	Computational Media	electrical engineering	709	0.5264	370	0.6002	Fabrice	0.5522	0.2066	690	0.8053
0	945 N	0.2761	Electrical Engineering	Human Computer Interaction, Computer Game Design	4	0.7699	837	0.5165	Chris	0.3378	0.8442	77	0.0358
4	375 N	0.7313	Applied Mathematics	Technology and Information Management	873	-0.1132	406	0.1794	Lise	0.0477	0.1553	457	-0.0649
3	81 N	0.2326	Computer Game Design	Statistics	416	0.3305	940	-0.009	Sam	1.1074	0.8615	409	0.3268
0	1062 N	0.0807	Data Science	Computer Science, Computer Game Design	-109	0.2971	948	0.6372	Chris	0.6907	0.9916	-133	0.0708
2	423 N	0.563	Computer Engineering	Statistics	243	0.6162	259	0.4907	Michael	0.2565	0.3371	898	0.5013
4	90 N	1.0102	Applied Mathematics	Technology and Information Management	757	0.3719	536	0.2468	Vani	-0.0426	0.0961	645	0.1293
5	951 N	0.7774	Robotics Engineering	Computational Media, Bioengineering	782	0.9721	699	0.9735	Fabrice	0.3148	0.617	337	0.868
1	378 N	0.4377	Computer Science	Robotics Engineering, Natural Language Processing	308	0.7331	21	0.7823	Inan	0.5026	0.0505	634	1.0624
5	759 N	0.4631	Human Computer Interaction	Data Science, Biotechnology	812	0.798	899	0.7179	Andrew	0.6132	0.8504	192	0.6329
3	166 N	0.1616	Computer Game Design	Games and Playable Media, Computational Media	389	0.0936	819	0.1287	Sam	0.8211	0.6875	390	0.5214
3	-19 N	-0.2568	Bioengineering	Bioengineering	479	0.1876	1137	0.0431	Sam	0.8032	0.5827	508	0.5675
5	682 N	0.3459	Robotics Engineering	Data Science	936	0.7162	858	0.7237	Andrew	0.3201	0.4691	207	0.7215
2	506 N	0.7761	Natural Language Processing	Bioinformatics	473	0.703	293	0.4541	Michael	0.2938	0.3904	879	0.3404
1	594 N	0.5584	Computer Science	Natural Language Processing, Robotics Engineering	490	0.2459	515	0.6184	Eriq	0.4592	0.095	654	1.0803
4	94 N	0.8048	Bioinformatics	Technology and Information Management	1124	0.1135	249	0.2365	Lise	-0.0228	-0.0298	620	0.2142
1	788 N	0.6803	Computer Science	Electrical Engineering	537	0.4454	182	0.7371	Eriq	0.7954	0.2692	768	1.0125
1	645 N	0.4487	Games and Playable Media	Bioengineering	394	0.3968	-99	0.783	Eriq	0.45	0.3286	637	0.6331
3	64 N	0.0391	Bioengineering	Games and Playable Media	537	0.004	884	-0.0401	Sam	0.9828	0.6257	315	0.5238
1	701 N	0.5247	Computational Media	Electrical Engineering	533	0.4669	61	0.5907	Inan	0.6067	0.007	520	1.0188
2	609 N	0.94	Statistics	Computer Engineering	248	0.8348	251	0.4226	Michael	0.5983	0.4283	754	0.4455
0	888 N	0.237	electrical engineering	Computer Game Design	-64	0.6961	760	0.5194	Chris	0.4685	1.1003	225	0.2074
2	86 N	0.917	Computer Engineering	Computer Engineering		0.5366	502	0.5982	Michael	0.3401	0.3111	972	0.3059
0	818 N	0.1861	Data Science	cOMPUTER sCIENCE	65	0.763	757	0.5968	Chris	0.7932	0.9687	31	0.1429
2	?	1.0163	Computer Engineering	bioinformatics	72	0.7183	205	0.3635	Michael	0.2675	0.6022	888	0.4534
1	423 N	0.6113	Games and Playable Media	Robotics Engineering, Electrical Engineering	727	0.3142	130	0.8373	Inan	0.7215	0.2549	784	0.8679
3	177 N	-0.0339	Computer Game Design	Electrical Engineering	280	0.1923	1163	0.1959	Sam	0.8852	0.3262	349	0.4084
5	1218 N	0.5909	Robotics Engineering	Applied Mathematics	905	0.4844	776	0.917	Fabrice	0.3539	0.6934	133	0.8469
4	441 N	1.0771	Natural Language Processing	Technology and Information Management	749	0.1997	679	-0.0092	Tony	0.0233	-0.2347	872	0.013
0	793 N	0.3846	Electrical Engineering	Human Computer Interaction, Computer Game Design	-138	0.533	823	0.5155	Reilly	0.68	0.9668	-206	0.3499
1	1018 N	0.297	Computational Media	Electrical Engineering, Natural Language Processing	277	0.7381	27		Inan	0.573	-0.0291	963	0.7467
5	1003 N	0.3278	Technology and Information Management	Biotechnology	652	0.7036	597	1.0701	Andrew	0.5211	0.6008	415	0.9527
4	203 N	1.1177	Applied Mathematics	Technology and Information Management	835	0.1682	593	0.3038	vani	0.1398	0.2436	707	0.0612
4	287 N	0.8449	Applied Mathematics	Games and Playable Media	784	0.0105	350	0.1531	Vani	0.0617	0.1564	879	0.0971
2	423 N	0.7056	Statistics	Bioinformatics	293	0.7422	444	0.5324	Michael	0.5801	0.506	908	0.7292
2	349 N	0.7441	Statistics	Bioinformatics	299	0.4933	208	0.3457	Michael	0.5176	0.5852	996	0.4031
1	461 N	0.5628	Computational Media	Robotics Engineering, Natural Language Processing	494	0.478	-55	0.7335	Inan	0.313	-0.0118	729	0.997
3	-94 N	0.1882	Computer Game Design	Games and Playable Media, Computational Media	406	0.2576	841	0.1939	Sam	0.7173		285	0.5377
4	473 N	0.849	Natural Language Processing	Statistics	919	0.3138	595	0.2789	Vani	0.1431	0.1412	969	0.0069
2	140 N	0.8543	Statistics	Bioinformatics	325	0.7115	179	0.4331	Michael	0.2142	0.4113	952	0.5164
5	976 N	0.4869	Biotechnology	N/A	1122	0.6954	671	0.9511	Michael	0.2081	0.5714	457	n/a
3	-298 N	-0.2448	Bioengineering	Bioengineering, Computational Media	490	0.313	1173	0.1698	Sam	0.9402	0.5129	452	0.5306
2	472 N	0.6413	Computer Engineering	Computer Engineering	438	1.1047	258	0.6346	Michael	0.0812	0.4609	872	0.401
0	940 N	0.2653	Data Science	Computer Game Design, Computer Science	-119	0.6956	759	0.7087	Reilly	0.4803	0.9968	267	0.0247
0	NULL	0.1588	Electrical Engineering	Human Computer Interaction, Computer Science	25	0.8592	641	0.613	Chris	0.5708	0.9495	-107	0.2087
2	312 N	0.8549	Statistics	Bioinformatics	291	0.7287	308	0.408	Michael	0.4699	None	984	0.3829
3	-139 N	-0.0725	Computer Game Design	Games and Playable Media	346	-0.0402	836	0.0162	Sam	0.6309	0.6045	282	0.4938
1	558 N	0.7631	Games and Playable Media	Natural Language Processing, Electrical Engineering	736	0.4604	129	0.6947	Inan	0.5263	0.2172	712	0.9581
3	80 N	0.0969	Bioengineering	Computational Media	301	-0.1562	924	-0.0571	Sam	0.8488	0.7492	420	0.4467
2	441 N	0.7661	Computer Engineering	Computer Engineering	267	0.9665	124	0.4595	Michael	0.3492	0.243	853	0.3709
3	65 N	-0.0597	Computer Game Design	Bioengineering, Games and Playable Media	550	0.2829	1008	-0.0845	Sam	0.9357	0.6858	-88	0.4798
0	1096 N	0.2494	Data Science	Human Computer Interaction	-162	0.5735	527	0.5225	Chris	0.4402	1.0556	80	0.2593
4	290 N	1.1041	applied mathematics	Computer Game Design	710	0.253	436	0.1804	Vani	0.0332	0.2927	825	0.2278
5	1042 N	0.4691	robotics engineering	Biotechnology, Data Science	837	1.1407	568	0.8507	Andrew	0.1765	0.8795	430	0.6826
3	-84 N	-0.037	Bioengineering	Bioengineering, Computational Media	477	0.2293	1027	0.0878	Lise	0.8656	0.7948	294	0.5352
4	189 N	1.0196	Applied Mathematics	Technology and Information Management	1035	0.4112	241	0.244	Vani	0.0407	0.1887	720	0.0002
1	724 N	0.5118	Games and Playable Media	Natural Language Processing, Robotics Engineering	592	0.5121	57	0.7146	Fabrice	0.558	0.1044	717	N/A
1	684 N	0.6061	Computer Science	Electrical Engineering, Natural Language Processing	541	0.4896	56	0.5545	Eriq	0.4672	0.1289	571	0.9678
3	33 N	0.2349	Computer Game Design	Games and Playable Media	641	0.185	942	0.0164	Sam	0.8537	0.7812	407	0.5665
2	369 N	0.6976	Statistics	Computer Engineering	318	0.6118	147	0.5412	Michael	0.424	0.4757	860	0.5598
5	891 N	0.4911	Robotics Engineering	APPLIED MATHEMATICS	920	0.8542	566	1.0313	Andrew	0.497	0.4045	282	0.632
2	267 N	0.6284	Computer Engineering	Bioinformatics	342	0.7993	443	0.3294	Michael	0.4006	0.4724	924	0.4659
5	869 N	0.2758	Human Computer Interaction	Data Science, Biotechnology	486	0.8357	312	0.9339	Andrew	0.456	0.7121	369	0.795
4	188 N	0.8748	Applied Mathematics	Statistics	932	0.1608	475	0.182	Tony	0.0465	0.0124	747	0.0384
0	855 N	0.2853	Robotics Engineering	Computer Science	162	0.5649	668	0.441	Reilly	0.4466	1.0509	258	0.0463
3	150 N	0.0019	Bioengineering	Games and Playable Media	234	0.0871	1127	-0.0925	Sam	1.1331	0.9313	406	0.5464
5	1013 N	0.4492	Robotics Engineering	Biotechnology, Applied Mathematics	865	0.9131	674	0.8568	Fabrice	0.5892	0.5689	368	0.84
5	878 N	0.2903	Robotics Engineering	Applied Mathematics, Biotechnology	757	0.7564	355	1.0099	Andrew	0.5727	0.7821	434	0.8718
0	916 N	0.4735	Electrical Engineering	Human Computer Interaction, Computer Science	121	0.4296	635	0.7186	Reilly	0.9508	0.902	148	-0.0628
3	240 N	-0.0845	Computer Game Design	Bioengineering, Computational Media	452	0.1163	1129	0.035	Sam	0.8283	0.6061	543	0.6219
3	-62 N	-0.0743	Computer Game Design	Games and Playable Media	278	0.038	863	0.1733	Sam	0.8041	0.2198	554	0.6134
2	371 N	0.5378	sTATISTICS	Computer Engineering	353	0.6163	465	0.3124	Michael	0.1275	0.3745	720	0.4113
3	-193 N	-0.2379	Bioengineering	NULL	461	0.2058	797	0.0187	Sam	0.8273	0.755	499	0.7458
1	585 N	0.4864	Computer Science	Natural Language Processing	442	0.5048	-68	0.6504	Eriq	0.6417	0.2927	912	0.93
0	712 N	0.1108	GAMES AND PLAYABLE MEDIA	Computer Engineering	-210	0.4886	661	0.4952	Reilly	0.3676	1.049	-14	0.2789
1	440 N	0.5164	Computer Science	Robotics Engineering, Electrical Engineering	597	0.3221	-105	0.7355	Eriq	0.594	0.3277	721	1.2555
1	933 N	0.6474	Computational Media	eLECTRICAL eNGINEERING, nATURAL lANGUAGE pROCESSING	425	0.6412	-164	0.6604	Inan	0.6081	0.207	565	0.8022
5	867 N	0.3499	Human Computer Interaction	Data Science, Biotechnology	771	0.7021	608	0.7779	Fabrice	0.5707	0.698	278	0.6121
2	644 N	0.8588	Statistics	Computer Engineering	333	0.9275	269	0.4731	Michael	0.4222	0.5768	966	0.5018
3	-20 N		Computer Game Design	Bioengineering, Games and Playable Media	299	0.143	872	-0.118	Sam	0.713	0.6829	151	0.5842
4	177 N	1.3535	Bioinformatics	tECHNOLOGY AND iNFORMATION mANAGEMENT	924	0.2285	502	0.141	Vani	0.145	0.1702	718	-0.0181
0	890 N	-0.1563	Data Science	Computer Science, Computer Game Design	8	0.5167	889	0.4443	Reilly	0.6994	1.2559	-50	0.1846
4	135 N	0.9533	Bioinformatics	Statistics	1060	0.3608	372	0.0292	Chris	-0.0264	0.153	530	-0.0405
2	243 N	0.7433		Statistics	133	0.7579	423	0.4341	Michael	0.6019	0.4659	868	0.5372
5	1206 N	0.4094	tECHNOLOGY AND iNFORMATION mANAGEMENT	Data Science	522	0.8714	700	0.8751	Fabrice	0.2906	0.458	156	0.6093
4	448 N	0.9393	Applied Mathematics	Technology and Information Management	789	-0.21	495	0.2151	Vani	0.3328	0.1175	723	-0.0444
3	-94 N	-0.0082	Computational Media	Games and Playable Media	466	0.2667	1125	0.0194	Sam	0.8808	0.5992	294	0.3739
4	350 N	1.0917	Bioinformatics	Technology and Information Management	919	0.214		0.1291	Andrew	0.1329	0.0112	607	-0.0058
4	139 N	1.0011	Applied Mathematics	Technology and Information Management	1185	0.3192	482	0.0636	tony	-0.0571	-0.1085	695	-0.1257
4	136 N	1.0178	Bioinformatics	Statistics	1091	-0.1768	408	0.2175	Tony	0.1105	0.1633	590	-0.1633
5	1046 N		Biotechnology	Data Science, Biotechnology	996	0.9165	506	0.7559	Fabrice	0.3735	0.3389	310	0.8484
0	964 N	0.1476	Electrical Engineering	Human Computer Interaction	256	0.9348	825	0.4383	cHRIS	0.7306	1.2464	-43	0.2002
5	822 N	0.6033	Technology and Information Management	Applied Mathematics	867	0.4578	557	0.8065	Andrew	0.6254	0.5008	67	0.7563
5	864 N	0.5414	Robotics Engineering	Bioinformatics	665	0.808	745	1.0088	n/a	0.4471	0.5702	434	0.7605
3	78 N	-0.0279	Computer Game Design	Bioengineering, Games and Playable Media	281	0.3516	1086	0.0416	Sam	0.9114	0.6941	336	0.4249
1	716 N	0.6829	Computer Science	Robotics Engineering	634	0.3076	-199	0.6342	Eriq	0.4686	0.1184	769	0.71
2	457 N	0.7706	Computer Engineering	Statistics	7	0.8542	19	0.4642	Michael	0.018	0.521	810	0.3294
1	642 N	0.7193	Computer Science	Natural Language Processing	555	0.3014	-140	0.5639	Inan	0.787	0.1838	788	0.8301
3	148 N	0.1888	Bioengineering	Bioengineering	364	0.2951	898	0.0387	Sam	0.7439	0.7143	284	0.6941
4	200 N	1.2606	Natural Language Processing	Statistics	967	-0.046	392	0.0523	vani	0.1447	0.2018	667	0.121
5	892 N	0.4922	Robotics Engineering	Biotechnology	951	0.9643	669	0.8219	Andrew	0.4336	0.6152	190	0.8468
5	689 N	0.5013	Biotechnology	Applied Mathematics	819	0.7385	545	0.8028	Andrew	0.2887	0.6234	201	0.7114
0	651 N	0.4101	Data Science	Computer Game Design, Human Computer Interaction	-117	0.5267	989	0.5373	Chris	0.6785	0.9075	66	0.4015
4	251 N	0.873	Natural Language Processing	Games and Playable Media, Bioengineering	852	0.2227	420	0.0951	Tony	0.1884	0.3379	621	0.0341
5	960 N	0.4225	Biotechnology	Biotechnology	728	1.1144	467	0.8417	Andrew	0.487	0.7315	398	0.5837
0	806 N	0.1928	Electrical Engineering	Human Computer Interaction	41	0.5361	594	0.4386	chris	0.2469	0.8962	30	0.1972
2	375 N	0.8064	Computer Engineering	Computer Engineering	380	0.7541	394	0.4935	Michael	0.4656	0.4716	813	0.5406
3	-186 N	-0.1684	Computer Game Design	Computational Media, Bioengineering	422	0.1598	709	0.1453	Sam	0.7404	0.823	353	0.5251
3	-35 N	0.0418	Bioengineering	Games and Playable Media, Computational Media	647	0.1523	1160	-0.0623	Sam	0.8633	0.6489	546	0.6712
4	?	0.9145	Bioinformatics	Technology and Information Management	981	0.3791	417	0.197	Tony	0.2687	-0.1477	791	0.1396
3	-62 N	0.2217	Computer Game Design	Human Computer Interaction	449	-0.0117	766	0.0174	Sam	0.8404	0.7062	319	0.519
2	301 N	0.8393	Statistics	Bioinformatics	223	0.693	46	0.3973	Michael	0.4115	0.5508	None	0.1852
1	572 N	0.7019	Computational Media	Electrical Engineering	525	0.3345	-74	0.6095	Inan	0.6388	0.2803	759	0.8055
3	-6 N	0.0196	BIOENGINEERING	Games and Playable Media	419	0.1057	820	0.0316	Sam	1.0083	0.6129	629	0.354
5	811 N	0.6606	Technology and Information Management	Biotechnology, Data Science	687	0.906	810	0.8128	Fabrice	0.6401	0.7422	272	0.6553
4	130 N	1.007	Bioinformatics	Electrical Engineering, Robotics Engineering	1059	0.1875	448	0.2406	Tony	0.0646	0.1345	552	0.0802
3	-54 N	0.0351	Computer Game Design	Computer Science	401	0.0258	1002	0.0217	Sam	0.7428	0.5166	407	0.4296
3	-219 N	-0.0242	Bioengineering	Computational Media	338	0.1362	966	-0.0995	Sam	1.1718	0.3335	440	0.691
0	658 N	0.294	Electrical Engineering	Computer Game Design, Computer Science	-123	0.8107	740	0.5425	Chris	0.3432	0.9793	149	0.3248
2	201 N	0.7826	Statistics	Computer Engineering	457	0.7623	409	0.6034	Michael	0.2439	0.2607	821	0.6696
2	349 N	0.6136	Electrical Engineering	Bioinformatics	260	0.8695	199	0.5943	Michael	0.349	0.4695	824	0.5503
1	740 N	0.7501	Computer Science	Electrical Engineering	480	0.2173	-51	0.7041	Inan	0.6646	0.2692	645	0.9653
0	870 N	0.3359	Electrical Engineering	Computer Game Design	82	0.7583	965	0.5559	Lise	0.5823	0.9375	38	0.1082
3	190 N	-0.303	Bioengineering	Computational Media	272	0.0401	862	0.0634	Sam	0.8377	0.544	502	0.5521
0	885 N	0.1112	DATA SCIENCE	Computer Game Design	43	0.5294	762	0.5039	Chris	0.5201	0.9256	58	0.2866
3	41 N	-0.0285	Computer Game Design	Bioengineering, Computational Media	307	0.0018	582	0.1237	Sam	1.0624	0.6419	437	0.7483
0	806 N	0.1973	Data Science	Human Computer Interaction	203	0.7128	570	0.5926	Reilly	0.6784	1.1404	33	0.0322
0	476 N	0.1432	Computer Engineering	Computer Game Design	-90	0.5275	663	0.5582	Reilly	0.3543	0.9583	-22	0.0394
1	893 N	0.8212	Computer Science	Natural Language Processing	471	0.6856	7	0.6031	Michael	0.6151	0.4084	828	1.1543
2	508 N	0.8563	Computer Engineering	Bioinformatics	365	0.6184	247	0.2244	Michael	0.3864	0.6188	783	0.4041
1	736 N	0.2996	Games and Playable Media	Natural Language Processing, Robotics Engineering	322	0.4492	-52	0.4999	Eriq	0.7942	0.2305	795	0.921
